id,Rings
99311,8
99312,12
99313,10
99314,14
99315,7
99316,8
99317,5
99318,10
99319,11
99320,10
99321,9
99322,6
99323,9
99324,12
99325,9
99326,10
99327,8
99328,13
99329,7
99330,13
99331,10
99332,6
99333,7
99334,7
99335,12
99336,11
99337,12
99338,9
99339,11
99340,11
99341,11
99342,11
99343,11
99344,11
99345,12
99346,13
99347,8
99348,8
99349,8
99350,13
99351,13
99352,6
99353,5
99354,11
99355,7
99356,11
99357,9
99358,7
99359,9
99360,10
99361,10
99362,8
99363,6
99364,10
99365,9
99366,8
99367,10
99368,10
99369,11
99370,12
99371,10
99372,6
99373,5
99374,10
99375,6
99376,8
99377,6
99378,5
99379,14
99380,11
99381,8
99382,7
99383,11
99384,7
99385,7
99386,11
99387,6
99388,10
99389,7
99390,9
99391,12
99392,7
99393,16
99394,9
99395,7
99396,12
99397,9
99398,6
99399,10
99400,12
99401,6
99402,8
99403,8
99404,5
99405,9
99406,7
99407,8
99408,10
99409,10
99410,9
99411,7
99412,6
99413,10
99414,13
99415,7
99416,8
99417,10
99418,8
99419,9
99420,6
99421,17
99422,12
99423,8
99424,12
99425,6
99426,11
99427,12
99428,9
99429,7
99430,7
99431,7
99432,10
99433,8
99434,10
99435,14
99436,12
99437,7
99438,13
99439,10
99440,8
99441,9
99442,13
99443,9
99444,9
99445,10
99446,11
99447,7
99448,11
99449,8
99450,8
99451,7
99452,9
99453,11
99454,9
99455,10
99456,7
99457,12
99458,8
99459,7
99460,10
99461,6
99462,10
99463,8
99464,10
99465,10
99466,9
99467,9
99468,9
99469,9
99470,10
99471,11
99472,10
99473,10
99474,9
99475,10
99476,9
99477,10
99478,8
99479,11
99480,13
99481,5
99482,9
99483,12
99484,8
99485,9
99486,11
99487,11
99488,7
99489,8
99490,13
99491,7
99492,10
99493,7
99494,5
99495,5
99496,5
99497,7
99498,12
99499,10
99500,10
99501,7
99502,11
99503,14
99504,11
99505,11
99506,8
99507,10
99508,10
99509,13
99510,11
99511,8
99512,10
99513,8
99514,10
99515,16
99516,7
99517,9
99518,5
99519,12
99520,10
99521,11
99522,7
99523,11
99524,17
99525,10
99526,11
99527,10
99528,10
99529,5
99530,11
99531,12
99532,11
99533,5
99534,7
99535,7
99536,9
99537,13
99538,8
99539,14
99540,9
99541,6
99542,11
99543,9
99544,9
99545,7
99546,10
99547,8
99548,14
99549,10
99550,14
99551,10
99552,5
99553,7
99554,7
99555,10
99556,10
99557,8
99558,11
99559,7
99560,5
99561,8
99562,6
99563,9
99564,6
99565,5
99566,8
99567,10
99568,7
99569,10
99570,10
99571,9
99572,17
99573,13
99574,9
99575,14
99576,11
99577,5
99578,13
99579,9
99580,12
99581,8
99582,8
99583,5
99584,7
99585,7
99586,10
99587,11
99588,8
99589,7
99590,9
99591,5
99592,6
99593,12
99594,10
99595,6
99596,13
99597,6
99598,9
99599,11
99600,6
99601,7
99602,10
99603,10
99604,8
99605,10
99606,9
99607,8
99608,9
99609,9
99610,10
99611,10
99612,11
99613,8
99614,11
99615,13
99616,13
99617,11
99618,7
99619,11
99620,5
99621,12
99622,12
99623,11
99624,8
99625,6
99626,5
99627,10
99628,9
99629,8
99630,10
99631,8
99632,8
99633,7
99634,6
99635,9
99636,8
99637,8
99638,14
99639,10
99640,11
99641,7
99642,11
99643,13
99644,11
99645,5
99646,6
99647,6
99648,12
99649,9
99650,11
99651,7
99652,11
99653,12
99654,11
99655,12
99656,8
99657,9
99658,7
99659,10
99660,10
99661,9
99662,9
99663,5
99664,6
99665,6
99666,10
99667,7
99668,5
99669,11
99670,11
99671,7
99672,10
99673,6
99674,13
99675,11
99676,8
99677,12
99678,9
99679,10
99680,7
99681,12
99682,9
99683,7
99684,7
99685,10
99686,10
99687,7
99688,7
99689,11
99690,11
99691,9
99692,8
99693,12
99694,10
99695,5
99696,10
99697,12
99698,10
99699,11
99700,13
99701,10
99702,10
99703,9
99704,6
99705,5
99706,12
99707,9
99708,12
99709,11
99710,9
99711,12
99712,10
99713,5
99714,7
99715,14
99716,10
99717,6
99718,10
99719,10
99720,9
99721,11
99722,7
99723,13
99724,10
99725,6
99726,14
99727,8
99728,6
99729,10
99730,6
99731,7
99732,6
99733,8
99734,5
99735,8
99736,5
99737,8
99738,10
99739,10
99740,8
99741,11
99742,7
99743,11
99744,8
99745,6
99746,11
99747,9
99748,8
99749,10
99750,9
99751,8
99752,9
99753,8
99754,10
99755,8
99756,6
99757,10
99758,6
99759,9
99760,10
99761,12
99762,8
99763,11
99764,10
99765,7
99766,5
99767,5
99768,7
99769,6
99770,10
99771,12
99772,8
99773,9
99774,12
99775,11
99776,8
99777,8
99778,12
99779,11
99780,15
99781,6
99782,11
99783,7
99784,9
99785,12
99786,14
99787,7
99788,6
99789,7
99790,12
99791,8
99792,11
99793,11
99794,6
99795,10
99796,7
99797,11
99798,10
99799,7
99800,9
99801,10
99802,14
99803,9
99804,11
99805,10
99806,7
99807,10
99808,10
99809,7
99810,6
99811,11
99812,11
99813,13
99814,7
99815,11
99816,9
99817,7
99818,9
99819,13
99820,11
99821,9
99822,12
99823,9
99824,7
99825,10
99826,6
99827,10
99828,10
99829,7
99830,6
99831,7
99832,10
99833,10
99834,9
99835,6
99836,9
99837,6
99838,9
99839,14
99840,11
99841,11
99842,12
99843,10
99844,7
99845,6
99846,11
99847,10
99848,8
99849,10
99850,5
99851,11
99852,11
99853,9
99854,10
99855,9
99856,7
99857,11
99858,9
99859,8
99860,7
99861,12
99862,10
99863,5
99864,14
99865,8
99866,11
99867,7
99868,6
99869,8
99870,8
99871,9
99872,13
99873,12
99874,9
99875,8
99876,11
99877,10
99878,5
99879,8
99880,7
99881,5
99882,9
99883,6
99884,10
99885,11
99886,7
99887,13
99888,11
99889,11
99890,14
99891,9
99892,7
99893,5
99894,7
99895,10
99896,5
99897,11
99898,5
99899,6
99900,13
99901,10
99902,9
99903,6
99904,10
99905,9
99906,13
99907,6
99908,7
99909,12
99910,12
99911,6
99912,11
99913,11
99914,5
99915,9
99916,9
99917,11
99918,10
99919,5
99920,8
99921,11
99922,9
99923,14
99924,9
99925,10
99926,9
99927,5
99928,5
99929,5
99930,7
99931,9
99932,5
99933,9
99934,11
99935,9
99936,10
99937,12
99938,15
99939,10
99940,12
99941,11
99942,9
99943,10
99944,9
99945,11
99946,11
99947,10
99948,14
99949,9
99950,6
99951,9
99952,7
99953,6
99954,9
99955,5
99956,5
99957,10
99958,6
99959,10
99960,11
99961,9
99962,8
99963,11
99964,4
99965,10
99966,11
99967,10
99968,5
99969,7
99970,9
99971,7
99972,14
99973,13
99974,8
99975,13
99976,8
99977,10
99978,10
99979,11
99980,10
99981,10
99982,10
99983,8
99984,7
99985,11
99986,8
99987,6
99988,9
99989,8
99990,7
99991,6
99992,12
99993,11
99994,9
99995,7
99996,8
99997,4
99998,12
99999,11
100000,10
100001,12
100002,4
100003,14
100004,12
100005,10
100006,9
100007,9
100008,12
100009,6
100010,9
100011,10
100012,13
100013,10
100014,5
100015,11
100016,9
100017,12
100018,11
100019,10
100020,12
100021,7
100022,8
100023,9
100024,11
100025,10
100026,5
100027,6
100028,11
100029,10
100030,12
100031,11
100032,8
100033,4
100034,8
100035,12
100036,10
100037,9
100038,8
100039,8
100040,12
100041,11
100042,6
100043,9
100044,9
100045,6
100046,5
100047,8
100048,6
100049,9
100050,12
100051,9
100052,9
100053,9
100054,7
100055,13
100056,11
100057,10
100058,7
100059,7
100060,13
100061,7
100062,9
100063,5
100064,9
100065,8
100066,6
100067,5
100068,7
100069,6
100070,12
100071,10
100072,8
100073,6
100074,8
100075,9
100076,11
100077,6
100078,8
100079,12
100080,9
100081,10
100082,11
100083,11
100084,9
100085,10
100086,9
100087,11
100088,13
100089,10
100090,9
100091,11
100092,11
100093,6
100094,7
100095,6
100096,10
100097,10
100098,12
100099,10
100100,10
100101,12
100102,13
100103,9
100104,12
100105,12
100106,6
100107,7
100108,11
100109,11
100110,11
100111,7
100112,10
100113,6
100114,6
100115,11
100116,8
100117,11
100118,10
100119,5
100120,6
100121,8
100122,7
100123,6
100124,6
100125,9
100126,12
100127,8
100128,10
100129,8
100130,6
100131,9
100132,6
100133,13
100134,8
100135,9
100136,11
100137,11
100138,11
100139,11
100140,13
100141,14
100142,12
100143,10
100144,5
100145,9
100146,6
100147,6
100148,9
100149,8
100150,10
100151,13
100152,9
100153,9
100154,10
100155,9
100156,6
100157,8
100158,10
100159,10
100160,10
100161,9
100162,13
100163,9
100164,9
100165,5
100166,10
100167,10
100168,7
100169,9
100170,10
100171,10
100172,9
100173,11
100174,12
100175,6
100176,10
100177,13
100178,8
100179,10
100180,13
100181,10
100182,8
100183,11
100184,10
100185,11
100186,7
100187,12
100188,10
100189,10
100190,6
100191,8
100192,10
100193,6
100194,5
100195,8
100196,10
100197,7
100198,8
100199,12
100200,6
100201,9
100202,10
100203,10
100204,7
100205,11
100206,5
100207,11
100208,12
100209,8
100210,15
100211,9
100212,8
100213,7
100214,9
100215,12
100216,11
100217,11
100218,6
100219,7
100220,9
100221,6
100222,9
100223,8
100224,9
100225,9
100226,9
100227,13
100228,8
100229,10
100230,11
100231,6
100232,5
100233,11
100234,9
100235,9
100236,5
100237,7
100238,10
100239,6
100240,8
100241,13
100242,8
100243,8
100244,6
100245,11
100246,6
100247,9
100248,6
100249,9
100250,7
100251,13
100252,10
100253,11
100254,9
100255,14
100256,7
100257,9
100258,12
100259,7
100260,10
100261,11
100262,10
100263,12
100264,9
100265,9
100266,11
100267,13
100268,11
100269,10
100270,9
100271,11
100272,6
100273,9
100274,12
100275,10
100276,9
100277,6
100278,6
100279,10
100280,6
100281,6
100282,10
100283,11
100284,6
100285,11
100286,10
100287,8
100288,7
100289,7
100290,10
100291,11
100292,10
100293,7
100294,9
100295,13
100296,7
100297,7
100298,9
100299,10
100300,9
100301,9
100302,9
100303,9
100304,11
100305,12
100306,9
100307,7
100308,7
100309,7
100310,7
100311,11
100312,11
100313,9
100314,10
100315,10
100316,7
100317,8
100318,11
100319,5
100320,9
100321,7
100322,9
100323,9
100324,7
100325,8
100326,11
100327,9
100328,11
100329,10
100330,9
100331,10
100332,12
100333,10
100334,9
100335,13
100336,10
100337,10
100338,5
100339,6
100340,6
100341,10
100342,7
100343,6
100344,11
100345,7
100346,12
100347,6
100348,11
100349,13
100350,11
100351,7
100352,11
100353,11
100354,6
100355,9
100356,6
100357,7
100358,11
100359,7
100360,11
100361,9
100362,7
100363,13
100364,11
100365,10
100366,8
100367,11
100368,9
100369,7
100370,13
100371,11
100372,9
100373,9
100374,8
100375,14
100376,10
100377,9
100378,13
100379,14
100380,9
100381,9
100382,10
100383,11
100384,11
100385,10
100386,11
100387,12
100388,8
100389,12
100390,15
100391,12
100392,10
100393,10
100394,12
100395,6
100396,13
100397,7
100398,4
100399,13
100400,9
100401,9
100402,8
100403,12
100404,9
100405,7
100406,6
100407,7
100408,12
100409,13
100410,9
100411,6
100412,10
100413,13
100414,5
100415,8
100416,8
100417,8
100418,10
100419,13
100420,12
100421,11
100422,7
100423,11
100424,8
100425,11
100426,9
100427,5
100428,10
100429,5
100430,10
100431,8
100432,9
100433,11
100434,11
100435,6
100436,9
100437,9
100438,8
100439,10
100440,8
100441,7
100442,6
100443,10
100444,9
100445,14
100446,7
100447,12
100448,11
100449,6
100450,9
100451,5
100452,11
100453,10
100454,6
100455,13
100456,12
100457,8
100458,10
100459,7
100460,10
100461,10
100462,12
100463,11
100464,11
100465,14
100466,5
100467,7
100468,7
100469,14
100470,8
100471,10
100472,9
100473,8
100474,9
100475,12
100476,10
100477,8
100478,9
100479,8
100480,10
100481,10
100482,10
100483,11
100484,11
100485,12
100486,7
100487,9
100488,4
100489,11
100490,7
100491,5
100492,10
100493,8
100494,11
100495,10
100496,13
100497,12
100498,10
100499,11
100500,10
100501,13
100502,12
100503,9
100504,8
100505,10
100506,12
100507,10
100508,12
100509,11
100510,13
100511,6
100512,11
100513,5
100514,12
100515,13
100516,9
100517,11
100518,10
100519,11
100520,5
100521,6
100522,7
100523,10
100524,10
100525,15
100526,7
100527,11
100528,11
100529,13
100530,7
100531,9
100532,9
100533,6
100534,11
100535,8
100536,10
100537,6
100538,14
100539,8
100540,10
100541,9
100542,11
100543,11
100544,6
100545,9
100546,13
100547,8
100548,10
100549,7
100550,10
100551,13
100552,11
100553,5
100554,6
100555,6
100556,9
100557,13
100558,10
100559,5
100560,8
100561,7
100562,6
100563,12
100564,7
100565,11
100566,10
100567,10
100568,8
100569,7
100570,6
100571,7
100572,6
100573,7
100574,10
100575,12
100576,7
100577,10
100578,10
100579,9
100580,8
100581,9
100582,9
100583,10
100584,9
100585,10
100586,11
100587,11
100588,13
100589,9
100590,8
100591,10
100592,11
100593,11
100594,9
100595,13
100596,16
100597,5
100598,16
100599,9
100600,10
100601,9
100602,9
100603,8
100604,8
100605,11
100606,12
100607,13
100608,10
100609,7
100610,4
100611,10
100612,10
100613,7
100614,11
100615,10
100616,9
100617,10
100618,10
100619,14
100620,11
100621,9
100622,12
100623,10
100624,10
100625,10
100626,12
100627,12
100628,8
100629,10
100630,5
100631,5
100632,10
100633,10
100634,8
100635,9
100636,6
100637,13
100638,10
100639,8
100640,9
100641,13
100642,11
100643,14
100644,7
100645,10
100646,13
100647,6
100648,12
100649,8
100650,10
100651,5
100652,9
100653,9
100654,5
100655,11
100656,8
100657,7
100658,11
100659,6
100660,4
100661,10
100662,8
100663,11
100664,9
100665,8
100666,11
100667,11
100668,15
100669,11
100670,11
100671,7
100672,5
100673,8
100674,13
100675,11
100676,5
100677,9
100678,10
100679,10
100680,10
100681,9
100682,7
100683,13
100684,6
100685,9
100686,10
100687,10
100688,8
100689,8
100690,9
100691,7
100692,5
100693,10
100694,6
100695,11
100696,11
100697,7
100698,8
100699,6
100700,10
100701,8
100702,11
100703,5
100704,9
100705,11
100706,5
100707,9
100708,10
100709,6
100710,8
100711,10
100712,10
100713,10
100714,10
100715,11
100716,10
100717,5
100718,6
100719,6
100720,5
100721,13
100722,10
100723,6
100724,7
100725,12
100726,13
100727,8
100728,10
100729,7
100730,7
100731,12
100732,9
100733,10
100734,10
100735,8
100736,7
100737,8
100738,10
100739,11
100740,12
100741,13
100742,8
100743,11
100744,10
100745,6
100746,9
100747,6
100748,13
100749,8
100750,12
100751,7
100752,11
100753,8
100754,8
100755,11
100756,7
100757,12
100758,15
100759,13
100760,11
100761,6
100762,10
100763,8
100764,10
100765,10
100766,8
100767,6
100768,10
100769,11
100770,11
100771,11
100772,6
100773,11
100774,9
100775,9
100776,10
100777,10
100778,11
100779,9
100780,7
100781,12
100782,8
100783,6
100784,13
100785,12
100786,5
100787,12
100788,10
100789,9
100790,7
100791,7
100792,5
100793,8
100794,10
100795,12
100796,9
100797,12
100798,9
100799,9
100800,6
100801,10
100802,9
100803,10
100804,12
100805,10
100806,13
100807,11
100808,6
100809,11
100810,10
100811,8
100812,10
100813,8
100814,6
100815,6
100816,10
100817,11
100818,9
100819,7
100820,9
100821,9
100822,10
100823,9
100824,12
100825,14
100826,9
100827,8
100828,9
100829,14
100830,7
100831,10
100832,9
100833,7
100834,10
100835,9
100836,10
100837,6
100838,8
100839,10
100840,5
100841,5
100842,11
100843,6
100844,11
100845,10
100846,9
100847,10
100848,7
100849,6
100850,8
100851,13
100852,12
100853,7
100854,10
100855,13
100856,10
100857,10
100858,7
100859,7
100860,8
100861,13
100862,9
100863,9
100864,9
100865,8
100866,6
100867,12
100868,10
100869,11
100870,8
100871,14
100872,10
100873,10
100874,8
100875,8
100876,14
100877,13
100878,9
100879,10
100880,12
100881,16
100882,8
100883,12
100884,9
100885,11
100886,9
100887,6
100888,9
100889,7
100890,10
100891,5
100892,12
100893,10
100894,9
100895,8
100896,8
100897,8
100898,5
100899,5
100900,7
100901,7
100902,6
100903,6
100904,10
100905,9
100906,6
100907,13
100908,11
100909,8
100910,10
100911,11
100912,9
100913,10
100914,13
100915,7
100916,10
100917,7
100918,9
100919,10
100920,13
100921,6
100922,11
100923,12
100924,7
100925,10
100926,10
100927,7
100928,10
100929,9
100930,14
100931,5
100932,9
100933,11
100934,5
100935,9
100936,5
100937,9
100938,10
100939,13
100940,7
100941,7
100942,12
100943,9
100944,13
100945,10
100946,7
100947,9
100948,6
100949,5
100950,10
100951,8
100952,15
100953,10
100954,8
100955,12
100956,9
100957,10
100958,9
100959,7
100960,9
100961,9
100962,10
100963,6
100964,8
100965,9
100966,7
100967,8
100968,9
100969,5
100970,10
100971,5
100972,10
100973,6
100974,9
100975,7
100976,12
100977,11
100978,14
100979,11
100980,10
100981,11
100982,11
100983,7
100984,7
100985,11
100986,5
100987,5
100988,10
100989,12
100990,8
100991,12
100992,9
100993,7
100994,6
100995,7
100996,9
100997,9
100998,8
100999,10
101000,11
101001,8
101002,9
101003,5
101004,11
101005,7
101006,14
101007,9
101008,9
101009,9
101010,10
101011,10
101012,10
101013,12
101014,10
101015,10
101016,8
101017,10
101018,5
101019,8
101020,10
101021,9
101022,10
101023,7
101024,8
101025,11
101026,10
101027,10
101028,10
101029,12
101030,13
101031,7
101032,5
101033,12
101034,9
101035,6
101036,8
101037,7
101038,9
101039,11
101040,6
101041,9
101042,10
101043,6
101044,5
101045,5
101046,12
101047,8
101048,6
101049,8
101050,9
101051,10
101052,8
101053,7
101054,8
101055,11
101056,13
101057,8
101058,5
101059,12
101060,9
101061,11
101062,6
101063,11
101064,9
101065,16
101066,5
101067,7
101068,10
101069,8
101070,8
101071,11
101072,6
101073,5
101074,13
101075,6
101076,7
101077,7
101078,10
101079,11
101080,9
101081,9
101082,9
101083,5
101084,5
101085,10
101086,7
101087,6
101088,8
101089,6
101090,10
101091,6
101092,8
101093,10
101094,9
101095,7
101096,16
101097,8
101098,9
101099,12
101100,11
101101,9
101102,9
101103,11
101104,14
101105,10
101106,10
101107,12
101108,8
101109,13
101110,11
101111,12
101112,11
101113,9
101114,16
101115,8
101116,8
101117,7
101118,10
101119,7
101120,11
101121,8
101122,8
101123,10
101124,9
101125,12
101126,8
101127,8
101128,9
101129,11
101130,8
101131,6
101132,10
101133,11
101134,10
101135,15
101136,9
101137,11
101138,12
101139,5
101140,9
101141,12
101142,8
101143,11
101144,10
101145,10
101146,7
101147,11
101148,10
101149,12
101150,8
101151,11
101152,8
101153,7
101154,9
101155,11
101156,9
101157,10
101158,6
101159,12
101160,13
101161,6
101162,10
101163,10
101164,10
101165,4
101166,11
101167,6
101168,12
101169,10
101170,6
101171,10
101172,9
101173,5
101174,9
101175,5
101176,8
101177,8
101178,10
101179,9
101180,8
101181,10
101182,11
101183,10
101184,8
101185,8
101186,9
101187,7
101188,7
101189,9
101190,6
101191,7
101192,9
101193,6
101194,10
101195,11
101196,6
101197,6
101198,6
101199,9
101200,14
101201,11
101202,12
101203,11
101204,9
101205,8
101206,6
101207,11
101208,11
101209,6
101210,9
101211,8
101212,9
101213,9
101214,11
101215,4
101216,10
101217,9
101218,14
101219,9
101220,9
101221,9
101222,9
101223,11
101224,11
101225,9
101226,10
101227,10
101228,10
101229,5
101230,13
101231,10
101232,9
101233,7
101234,10
101235,10
101236,13
101237,10
101238,10
101239,9
101240,8
101241,11
101242,8
101243,9
101244,11
101245,7
101246,8
101247,6
101248,7
101249,6
101250,9
101251,8
101252,11
101253,8
101254,6
101255,11
101256,9
101257,13
101258,9
101259,10
101260,7
101261,8
101262,9
101263,13
101264,10
101265,10
101266,6
101267,13
101268,5
101269,11
101270,8
101271,8
101272,7
101273,11
101274,14
101275,9
101276,6
101277,11
101278,8
101279,9
101280,6
101281,9
101282,13
101283,7
101284,9
101285,12
101286,7
101287,7
101288,11
101289,11
101290,10
101291,7
101292,11
101293,6
101294,9
101295,5
101296,13
101297,5
101298,8
101299,10
101300,11
101301,12
101302,11
101303,7
101304,11
101305,4
101306,8
101307,9
101308,13
101309,10
101310,12
101311,10
101312,7
101313,13
101314,14
101315,11
101316,9
101317,7
101318,7
101319,8
101320,5
101321,9
101322,10
101323,10
101324,5
101325,8
101326,10
101327,7
101328,10
101329,13
101330,6
101331,10
101332,10
101333,12
101334,11
101335,9
101336,13
101337,11
101338,6
101339,8
101340,10
101341,5
101342,10
101343,13
101344,10
101345,10
101346,10
101347,10
101348,6
101349,8
101350,13
101351,6
101352,6
101353,9
101354,9
101355,10
101356,11
101357,6
101358,7
101359,10
101360,9
101361,11
101362,5
101363,8
101364,10
101365,10
101366,10
101367,11
101368,11
101369,6
101370,8
101371,8
101372,13
101373,7
101374,9
101375,10
101376,14
101377,5
101378,8
101379,8
101380,6
101381,6
101382,8
101383,10
101384,8
101385,9
101386,8
101387,9
101388,11
101389,9
101390,9
101391,12
101392,6
101393,8
101394,10
101395,16
101396,11
101397,10
101398,8
101399,8
101400,7
101401,10
101402,6
101403,10
101404,10
101405,8
101406,7
101407,9
101408,7
101409,8
101410,10
101411,11
101412,10
101413,12
101414,12
101415,9
101416,12
101417,7
101418,9
101419,12
101420,10
101421,13
101422,7
101423,10
101424,10
101425,14
101426,9
101427,10
101428,7
101429,13
101430,8
101431,9
101432,9
101433,9
101434,9
101435,10
101436,11
101437,9
101438,7
101439,13
101440,7
101441,8
101442,11
101443,13
101444,10
101445,9
101446,6
101447,9
101448,10
101449,12
101450,13
101451,9
101452,10
101453,7
101454,9
101455,7
101456,11
101457,12
101458,9
101459,11
101460,15
101461,8
101462,13
101463,10
101464,6
101465,9
101466,8
101467,13
101468,10
101469,8
101470,7
101471,11
101472,11
101473,6
101474,12
101475,8
101476,9
101477,12
101478,10
101479,9
101480,10
101481,12
101482,6
101483,13
101484,7
101485,10
101486,6
101487,8
101488,9
101489,9
101490,6
101491,11
101492,5
101493,7
101494,9
101495,9
101496,7
101497,12
101498,11
101499,8
101500,9
101501,13
101502,12
101503,10
101504,8
101505,11
101506,11
101507,9
101508,5
101509,8
101510,9
101511,11
101512,11
101513,9
101514,11
101515,7
101516,8
101517,7
101518,11
101519,10
101520,9
101521,10
101522,9
101523,8
101524,12
101525,11
101526,12
101527,10
101528,9
101529,10
101530,10
101531,10
101532,11
101533,15
101534,15
101535,10
101536,11
101537,13
101538,13
101539,10
101540,10
101541,8
101542,9
101543,10
101544,13
101545,8
101546,16
101547,7
101548,7
101549,8
101550,14
101551,11
101552,5
101553,9
101554,8
101555,8
101556,10
101557,5
101558,7
101559,7
101560,10
101561,10
101562,9
101563,10
101564,10
101565,7
101566,12
101567,9
101568,6
101569,16
101570,10
101571,6
101572,10
101573,13
101574,9
101575,13
101576,9
101577,13
101578,9
101579,8
101580,14
101581,10
101582,11
101583,9
101584,6
101585,13
101586,10
101587,11
101588,9
101589,8
101590,11
101591,8
101592,9
101593,9
101594,11
101595,6
101596,12
101597,9
101598,8
101599,6
101600,11
101601,8
101602,14
101603,10
101604,14
101605,16
101606,11
101607,12
101608,8
101609,10
101610,10
101611,6
101612,10
101613,12
101614,13
101615,7
101616,11
101617,10
101618,8
101619,5
101620,8
101621,7
101622,9
101623,7
101624,5
101625,7
101626,9
101627,11
101628,5
101629,9
101630,12
101631,9
101632,7
101633,13
101634,7
101635,7
101636,9
101637,10
101638,8
101639,9
101640,7
101641,8
101642,8
101643,10
101644,8
101645,10
101646,7
101647,10
101648,9
101649,7
101650,6
101651,10
101652,5
101653,8
101654,9
101655,6
101656,7
101657,10
101658,11
101659,14
101660,9
101661,8
101662,12
101663,10
101664,8
101665,9
101666,5
101667,8
101668,12
101669,11
101670,9
101671,11
101672,9
101673,6
101674,11
101675,10
101676,8
101677,4
101678,10
101679,6
101680,10
101681,8
101682,11
101683,9
101684,8
101685,10
101686,12
101687,11
101688,7
101689,9
101690,15
101691,5
101692,7
101693,12
101694,8
101695,9
101696,13
101697,10
101698,13
101699,10
101700,8
101701,10
101702,6
101703,8
101704,9
101705,7
101706,9
101707,8
101708,6
101709,8
101710,12
101711,8
101712,8
101713,10
101714,9
101715,9
101716,10
101717,14
101718,7
101719,10
101720,6
101721,10
101722,8
101723,6
101724,10
101725,13
101726,11
101727,10
101728,6
101729,11
101730,5
101731,16
101732,6
101733,11
101734,11
101735,7
101736,7
101737,10
101738,8
101739,8
101740,6
101741,9
101742,13
101743,5
101744,7
101745,9
101746,6
101747,14
101748,7
101749,9
101750,10
101751,10
101752,6
101753,12
101754,10
101755,7
101756,10
101757,9
101758,11
101759,11
101760,7
101761,13
101762,7
101763,10
101764,8
101765,10
101766,8
101767,14
101768,11
101769,11
101770,7
101771,7
101772,7
101773,8
101774,6
101775,12
101776,11
101777,9
101778,11
101779,10
101780,5
101781,10
101782,9
101783,9
101784,6
101785,11
101786,13
101787,10
101788,7
101789,7
101790,10
101791,7
101792,14
101793,13
101794,5
101795,14
101796,6
101797,7
101798,5
101799,10
101800,7
101801,10
101802,10
101803,5
101804,14
101805,10
101806,12
101807,6
101808,13
101809,5
101810,11
101811,6
101812,7
101813,11
101814,11
101815,5
101816,11
101817,8
101818,10
101819,10
101820,10
101821,10
101822,10
101823,10
101824,9
101825,5
101826,6
101827,8
101828,10
101829,12
101830,5
101831,6
101832,9
101833,10
101834,9
101835,9
101836,11
101837,8
101838,12
101839,6
101840,7
101841,10
101842,9
101843,11
101844,9
101845,14
101846,6
101847,11
101848,13
101849,8
101850,6
101851,10
101852,7
101853,9
101854,9
101855,8
101856,9
101857,8
101858,6
101859,6
101860,9
101861,13
101862,12
101863,8
101864,6
101865,12
101866,11
101867,8
101868,11
101869,9
101870,10
101871,10
101872,9
101873,7
101874,7
101875,6
101876,8
101877,7
101878,7
101879,10
101880,8
101881,7
101882,9
101883,6
101884,10
101885,6
101886,9
101887,8
101888,12
101889,13
101890,9
101891,10
101892,9
101893,9
101894,11
101895,9
101896,11
101897,7
101898,10
101899,9
101900,6
101901,10
101902,9
101903,13
101904,8
101905,10
101906,10
101907,10
101908,7
101909,7
101910,13
101911,11
101912,11
101913,9
101914,11
101915,9
101916,6
101917,8
101918,7
101919,5
101920,8
101921,10
101922,12
101923,11
101924,10
101925,10
101926,9
101927,8
101928,8
101929,10
101930,10
101931,10
101932,7
101933,9
101934,13
101935,7
101936,11
101937,10
101938,9
101939,10
101940,6
101941,8
101942,9
101943,12
101944,11
101945,10
101946,10
101947,12
101948,10
101949,12
101950,7
101951,9
101952,11
101953,8
101954,7
101955,12
101956,7
101957,11
101958,6
101959,6
101960,13
101961,10
101962,6
101963,7
101964,10
101965,13
101966,12
101967,12
101968,11
101969,10
101970,8
101971,7
101972,11
101973,12
101974,11
101975,6
101976,7
101977,8
101978,10
101979,10
101980,12
101981,9
101982,14
101983,5
101984,5
101985,12
101986,10
101987,10
101988,12
101989,7
101990,7
101991,10
101992,10
101993,7
101994,7
101995,9
101996,8
101997,10
101998,8
101999,8
102000,10
102001,11
102002,10
102003,8
102004,8
102005,10
102006,8
102007,5
102008,9
102009,11
102010,8
102011,5
102012,10
102013,9
102014,5
102015,9
102016,13
102017,10
102018,10
102019,13
102020,9
102021,9
102022,10
102023,8
102024,8
102025,8
102026,12
102027,6
102028,13
102029,13
102030,7
102031,10
102032,11
102033,8
102034,14
102035,10
102036,9
102037,10
102038,12
102039,8
102040,11
102041,11
102042,11
102043,13
102044,10
102045,9
102046,9
102047,7
102048,11
102049,9
102050,7
102051,11
102052,7
102053,6
102054,12
102055,8
102056,5
102057,11
102058,5
102059,6
102060,6
102061,5
102062,8
102063,5
102064,11
102065,9
102066,9
102067,9
102068,9
102069,10
102070,8
102071,10
102072,11
102073,9
102074,6
102075,11
102076,9
102077,6
102078,9
102079,6
102080,8
102081,10
102082,8
102083,7
102084,11
102085,9
102086,6
102087,13
102088,10
102089,11
102090,13
102091,8
102092,9
102093,9
102094,8
102095,10
102096,7
102097,12
102098,10
102099,10
102100,11
102101,12
102102,7
102103,7
102104,5
102105,8
102106,10
102107,10
102108,10
